id;wayback url;url;name;date;title_then;subtitle_then;wayback id;name_today;section;word_count;words_added;words_removed;word_diff_absolute;word_diff_relative
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240101043759id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240101043759id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-01-01;Civic integrity policy;Overview;20240101043759;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240110113940id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240110113940id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-01-10;Civic integrity policy;Overview;20240110113940;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240120034637id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240120034637id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-01-20;Civic integrity policy;Overview;20240120034637;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240130030229id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240130030229id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-01-30;Civic integrity policy;Overview;20240130030229;Civic integrity;Authenticity;1375;15;0;15;0.011029411764705883
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240201050031id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240201050031id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-02-01;Civic integrity policy;Overview;20240201050031;Civic integrity;Authenticity;1360;0;15;15;0.01090909090909091
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240210012820id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240210012820id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-02-10;Civic integrity policy;Overview;20240210012820;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240220132910id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240220132910id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-02-20;Civic integrity policy;Overview;20240220132910;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240302071832id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240302071832id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-03-02;Civic integrity policy;Overview;20240302071832;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240320032613id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240320032613id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-03-20;Civic integrity policy;Overview;20240320032613;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240330023435id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240330023435id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-03-30;Civic integrity policy;Overview;20240330023435;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240401030057id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240401030057id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-04-01;Civic integrity policy;Overview;20240401030057;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240410085509id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240410085509id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-04-10;Civic integrity policy;Overview;20240410085509;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240420231200id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240420231200id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-04-20;Civic integrity policy;Overview;20240420231200;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240430044036id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240430044036id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-04-30;Civic integrity policy;Overview;20240430044036;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240501073356id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240501073356id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-05-01;Civic integrity policy;Overview;20240501073356;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240510033552id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240510033552id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-05-10;Civic integrity policy;Overview;20240510033552;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240520081339id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240520081339id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-05-20;Civic integrity policy;Overview;20240520081339;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240530062151id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240530062151id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-05-30;Civic integrity policy;Overview;20240530062151;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240601024732id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240601024732id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-06-01;Civic integrity policy;Overview;20240601024732;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240610052726id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240610052726id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-06-10;Civic integrity policy;Overview;20240610052726;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240620164912id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240620164912id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-06-20;Civic integrity policy;Overview;20240620164912;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240701040147id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240701040147id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-07-01;Civic integrity policy;Overview;20240701040147;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240710055143id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240710055143id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-07-10;Civic integrity policy;Overview;20240710055143;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240720171054id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240720171054id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-07-20;Civic integrity policy;Overview;20240720171054;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240730012427id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240730012427id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-07-30;Civic integrity policy;Overview;20240730012427;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240801023512id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240801023512id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-08-01;Civic integrity policy;Overview;20240801023512;Civic integrity;Authenticity;1360;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240812023425id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240812023425id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-08-12;Civic integrity policy;Overview;20240812023425;Civic integrity;Authenticity;1380;20;0;20;0.014705882352941176
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240820043745id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240820043745id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-08-20;Civic integrity policy;Overview;20240820043745;Civic integrity;Authenticity;1380;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240830101308id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240830101308id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-08-30;Civic integrity policy;Overview;20240830101308;Civic integrity;Authenticity;1380;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240903002850id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240903002850id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-09-03;Civic integrity policy;Overview;20240903002850;Civic integrity;Authenticity;1380;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240921050856id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.md;wayback.archive.org/web/20240921050856id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy;2024-09-21;Civic integrity policy;Overview;20240921050856;Civic integrity;Authenticity;1380;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20241113173123id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.html.md;wayback.archive.org/web/20241113173123id_/https%3A/help.twitter.com/en/rules-and-policies/election-integrity-policy.;https://help.twitter.com/en/rules-and-policies/election-integrity-policy;election-integrity-policy.html;2024-11-13;Civic integrity policy;Overview;20241113173123;Civic integrity;Authenticity;1380;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20171218171753id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20171218171753id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2017-12-18;Twitter Rules and policies;How our policy works;20171218171753;Hateful conduct;Safety and cybercrime;1092;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20171229054051id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20171229054051id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2017-12-29;Twitter Rules and policies;How our policy works;20171229054051;Hateful conduct;Safety and cybercrime;1092;4;4;8;0.007326007326007326
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180103200300id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180103200300id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-01-03;Twitter Rules and policies;How our policy works;20180103200300;Hateful conduct;Safety and cybercrime;1092;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180112061007id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180112061007id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-01-12;Twitter Rules and policies;How our policy works;20180112061007;Hateful conduct;Safety and cybercrime;1092;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180120190557id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180120190557id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-01-20;Twitter Rules and policies;How our policy works;20180120190557;Hateful conduct;Safety and cybercrime;1092;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180207012738id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180207012738id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-02-07;Twitter Rules and policies;How our policy works;20180207012738;Hateful conduct;Safety and cybercrime;1092;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180213062006id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180213062006id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-02-13;Twitter Rules and policies;How our policy works;20180213062006;Hateful conduct;Safety and cybercrime;1091;20;21;41;0.037545787545787544
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180224025120id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180224025120id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-02-24;Twitter Rules and policies;How our policy works;20180224025120;Hateful conduct;Safety and cybercrime;1091;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180301103700id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180301103700id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-03-01;Twitter Rules and policies;How our policy works;20180301103700;Hateful conduct;Safety and cybercrime;1091;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180404145546id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180404145546id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-04-04;Twitter Rules and policies;How our policy works;20180404145546;Hateful conduct;Safety and cybercrime;1092;1;0;1;0.0009165902841429881
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180411223234id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180411223234id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-04-11;Twitter Rules and policies;How our policy works;20180411223234;Hateful conduct;Safety and cybercrime;1092;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180505223628id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180505223628id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-05-05;Twitter Rules and policies;How our policy works;20180505223628;Hateful conduct;Safety and cybercrime;1092;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180513053727id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180513053727id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-05-13;Twitter Rules and policies;How our policy works;20180513053727;Hateful conduct;Safety and cybercrime;1092;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180702200209id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180702200209id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-07-02;Twitter Rules and policies;How our policy works;20180702200209;Hateful conduct;Safety and cybercrime;1628;536;0;536;0.4908424908424908
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180712221810id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180712221810id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-07-12;Twitter Rules and policies;How our policy works;20180712221810;Hateful conduct;Safety and cybercrime;1628;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180808113947id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180808113947id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-08-08;Twitter Rules and policies;How our policy works;20180808113947;Hateful conduct;Safety and cybercrime;1628;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180810131924id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180810131924id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-08-10;Twitter Rules and policies;How our policy works;20180810131924;Hateful conduct;Safety and cybercrime;1628;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180820004553id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180820004553id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-08-20;Twitter Rules and policies;How our policy works;20180820004553;Hateful conduct;Safety and cybercrime;1628;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180830054436id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180830054436id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-08-30;Twitter Rules and policies;How our policy works;20180830054436;Hateful conduct;Safety and cybercrime;1628;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180901234714id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180901234714id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-09-01;Twitter Rules and policies;How our policy works;20180901234714;Hateful conduct;Safety and cybercrime;1628;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20180910003206id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy.md;wayback.archive.org/web/20180910003206id_/https%3A/help.twitter.com/en/rules-and-policies/hateful-conduct-policy;https://help.twitter.com/en/rules-and-policies/hateful-conduct-policy;hateful-conduct-policy;2018-09-10;Twitter Rules and policies;How our policy works;20180910003206;Hateful conduct;Safety and cybercrime;1628;0;0;0;0.0
